RubenBolling,"RT ""@fredvanlente: Keep Works in the Public Domain Public - nyti.ms/pngB5h"" / Hey  let's restore copyright to Snow White to the Grimms!",Wed Oct 05 11:09:29 CDT 2011
CMATTsays,"RT ""@pkedrosky ...RT @nytimesbusiness: Deal Sites Have Fading Allure for Merchants nyti.ms/pm4lVP"" #Groupon why didn't take $6B from Google?",Sat Oct 01 23:01:13 CDT 2011
Idaho_Spuds,RT @ nytimesdining Recipes for Chicken Dishes nyti.ms/mXL41r,Mon Oct 03 17:32:10 CDT 2011
GlennJMiller,RT @@tomphilpott Anyone who wonders whether H Clinton would have been a more progressive prez than Obama should read thus. nyti.ms/nhx80B,Tue Oct 04 09:02:42 CDT 2011
DCarsonCPA,RT @100FStreet: Another Federal Judge Takes the S.E.C. to Task nyti.ms/pK19UX,Tue Oct 04 16:35:41 CDT 2011
DCarsonCPA_NYC,RT @100FStreet: Another Federal Judge Takes the S.E.C. to Task nyti.ms/pK19UX,Tue Oct 04 16:35:41 CDT 2011
DCarsonCPA_CT,RT @100FStreet: Another Federal Judge Takes the S.E.C. to Task nyti.ms/pK19UX,Tue Oct 04 16:35:42 CDT 2011
DCarsonCPA,RT @100FStreet: Another Federal Judge Takes the S.E.C. to Task nyti.ms/pK19UX,Tue Oct 04 16:35:42 CDT 2011
maybewill,RT @100FStreet: Another Federal Judge Takes the S.E.C. to Task nyti.ms/pK19UX,Tue Oct 04 16:35:43 CDT 2011
DCarsonCPA_CT,RT @100FStreet: Another Federal Judge Takes the S.E.C. to Task nyti.ms/pK19UX,Tue Oct 04 16:35:43 CDT 2011
PCMckenna,RT @AbroadCircle This may be for business travelers  but students can use these tips too! 10 Days in a Carry-On nyti.ms/9lnpiQ via @nytimes,Tue Oct 04 14:15:17 CDT 2011
sdintrono90,RT @AbroadCircle This may be for business travelers  but students can use these tips too! 10 Days in a Carry-On nyti.ms/9lnpiQ via @nytimes,Tue Oct 04 14:15:17 CDT 2011
NYCBAR_SLEOP,RT @adamliptak The new #scotus term -- an overview nyti.ms/pxtha6,Mon Oct 03 11:01:41 CDT 2011
lauraperalta,RT @AdamsLisa: if you haven't read this yet  what are you waiting for? RT @LauraZigman Loving Your Child's Differences: nyti.ms/mZhsm1,Tue Oct 04 20:19:08 CDT 2011
5woodrabbit,RT @AdamsLisa: if you haven't read this yet  what are you waiting for? RT @LauraZigman Loving Your Child's Differences: nyti.ms/mZhsm1,Tue Oct 04 22:47:25 CDT 2011
MarshaEpstein,RT @AdamsLisa: Reebok to Pay $25 Million Over Toning Shoe Claims: http://t.co/38x7aCpH Wow,Sun Oct 02 14:28:52 CDT 2011
americannanny,RT @AdamsLisa: Reebok to Pay $25 Million Over Toning Shoe Claims: http://t.co/4FZ0vku3 Wow,Sun Oct 02 14:28:53 CDT 2011
hereticopera,"RT @AFewShortNotes: I'm sure I was the last to hear about this  but ""Holy &$*%!!"" Digitized @nyphil archives! http://nyti.ms/gecjuX",Thu Oct 06 18:17:50 CDT 2011
regibaby67,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 10:33:40 CDT 2011
O2L,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 11:21:42 CDT 2011
jillz055,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 14:20:06 CDT 2011
netminnow,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 14:59:04 CDT 2011
NKY_KFTC,RT @AlecBaldwin: RT @jonoatis: NYTimes: Reporter Threatens to Name Names in Phone Hacking Scandal nyti.ms/otPGlz,Sat Oct 01 21:27:33 CDT 2011
djolly_iht,RT @alexisgstewart: Why Don't Farm Animals Get the Respect Pets Do? - http://nyti.ms/hfHRXW  #fb,Tue Oct 04 02:30:32 CDT 2011
Annemazer,RT @AliceTasman #writers should read -> A Conversation: Jeffrey Eugenides and Colm Toibin: nyti.ms/nODHcH,Sun Oct 02 09:00:19 CDT 2011
spacetimeltd,RT @allisonkilkenny: RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 13:58:37 CDT 2011
HIPorg,RT @allisonkilkenny: RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 14:01:40 CDT 2011
spread4freedom,RT @allisonkilkenny: RT @birgittaj: Read all about it: The Occupied Wall Street Journal debuts with press run of 50 000. nyti.ms/oj0iTF #occupywallstreet,Sat Oct 01 14:05:28 CDT 2011
susanmpls,RT @alondra RT @nytjim: Not to be lost in wash of other news: RIP Derrick Bell  Harvard law prof.  and civil rights activist. nyti.ms/n0OoGg,Thu Oct 06 07:01:54 CDT 2011
jmgutierron,RT @Alyssa_Milano /? The science of why laughter makes you happier ? nyti.ms/mSLGub /via @brainpicker @jae_love_,Tue Oct 04 00:58:24 CDT 2011
connollychris,RT @amarapossian @billmckibben for the @nytimes: The Cronyism Behind a Pipeline for Crude nyti.ms/pO7YOX #tarsands #nokxl,Wed Oct 05 06:45:18 CDT 2011
lie_james,RT @americanart: RT @nytimes: Rockwell Paintings at the Smithsonian American Art Museum http://nyti.ms/aJNfn8 #normanrockwell,Sat Oct 08 02:19:10 CDT 2011
myPhoneMD,RT @americasvoice: RT @murshedz: Alabama - competing w/Texas 4 the title of the most cruel  heartless state in America -http://nyti.ms/o2QbcL #immigration #p2,Tue Oct 04 12:51:40 CDT 2011
Fabiano_Angelo1,RT @americasvoice: RT @murshedz: Alabama - competing w/Texas 4 the title of the most cruel  heartless state in America -http://nyti.ms/o2QbcL #immigration #p2,Tue Oct 04 12:51:40 CDT 2011
astrablaze,RT @americasvoice: RT @murshedz: Alabama - competing w/Texas 4 the title of the most cruel  heartless state in America -http://nyti.ms/o2QbcL #immigration #p2,Thu Oct 06 06:39:55 CDT 2011
Mona_ARomia,RT @amiranowaira: The protesters can order an OccuPie! Nice pun (bun)! #occupywallstreet nyti.ms/qKzZO6,Sun Oct 02 02:38:58 CDT 2011
kimberlycoyle,RT @AmyLynnSmith: Program Hopes to Make Broadway Friendlier to Those With Autism: http://t.co/Go6BjJZm be my new fav thing....yep....tis....,Mon Oct 03 21:55:37 CDT 2011
sharon_lynch,RT @Anand_Gopal_: An excellent look at a local slice of the Afghan war from @cjchivers http://t.co/Fw4k9B3g… (cont) http://t.co/VVKv8PO1,Thu Oct 06 18:57:41 CDT 2011
tinusleroux,RT @andrevr: Really glad Kanye got his fashion show. Validates my perception that the entire industry is BS. nyti.ms/pzVfKD,Sun Oct 02 02:18:55 CDT 2011
backyardbeyond,RT @andylocal 3 deer found near Verrazano in Brooklyn. One with legs tied. Another  hurt  was put down. nyti.ms/rlo2vq #nycnature,Wed Oct 05 15:42:52 CDT 2011
Amareto,RT @AndyStalman: The University of Wherever. nyti.ms/mVomlI <- A-must-read-article about the disruption all of higher #education,Thu Oct 06 08:48:03 CDT 2011
KMinshew1,RT @annalouiesuss @Wolfe321: To get a visual sense of what #childmarriage is about  see Stephanie Sinclair's photos: nyti.ms/upsjF #sheparty,Wed Oct 05 18:10:23 CDT 2011
rhino75,RT @AnnMahNet: Would you cook from Julia Child on yr i-Pad? via @NYTimes Mastering the Art of French Cooking Joins E-Book Revolution: http://t.co/nlBtsPPW,Wed Oct 05 04:52:54 CDT 2011
accfootballnews,RT @AnonyOps: if you're in NYC  stop by One Liberty Park and get a copy of the Occupied Wall Street Journal - nyti.ms/rhrjF8,Sun Oct 02 23:55:12 CDT 2011
prvcyovruld,RT @AnonyOps: if you're in NYC  stop by One Liberty Park and get a copy of the Occupied Wall Street Journal - nyti.ms/rhrjF8,Sun Oct 02 23:55:12 CDT 2011
YouGottaVote,RT @AntDeRosa: RT @nytjim: Emails show cozy ties between State Dept. & lobbyists for company building giant Canada-US pipeline http://http://nyti.ms/nhx80B,Mon Oct 03 07:12:44 CDT 2011
everylifeworthy,RT @AntDeRosa: RT @nytjim: Emails show cozy ties between State Dept. & lobbyists for company building giant Canada-US pipeline http://http://nyti.ms/nhx80B,Mon Oct 03 07:13:12 CDT 2011
jbashore,RT @apack Mitchell Hurwitz Promises an 'Arrested Development' Movie  and New TV Episodes: nyti.ms/pK47iD,Sun Oct 02 19:15:29 CDT 2011
nd_fredo,RT @AQ_MND: RIP Steve Jobs  the innovator of the century. Check out all of his patents http://t.co/wYKQkWgx I am tweeting from my iPad.,Wed Oct 05 19:18:38 CDT 2011
nytjim,RT @archiTEXT: Jeanne Gang  architect of the AQUA building in Chicago - in the @nytimes : http://t.co/NQfpSvya http://t.co/BVBulnXp,Tue Oct 04 05:29:12 CDT 2011
footage,RT @Archivistory: #SupremeCourt: Golan v Holder challenges 1994 #copyright provision to extend protection to works in public domain > http://t.co/ZiHtJiOw,Wed Oct 05 04:47:47 CDT 2011
heideland,RT @Archivistory: #SupremeCourt: Golan v Holder challenges 1994 #copyright provision to extend protection to works in public domain > http://t.co/ZiHtJiOw,Wed Oct 05 07:00:48 CDT 2011
FastLaugh,RT @Archivistory: #SupremeCourt: Golan v Holder challenges 1994 #copyright provision to extend protection to works in public domain > http://t.co/ZiHtJiOw,Wed Oct 05 10:54:55 CDT 2011
indigonick,RT @artbaroness: New Alarm Bells About Chemicals and Cancer - http://nyti.ms/dsACGf,Sat Oct 08 01:37:39 CDT 2011
